Parameter S1 S1_conf ST ST_conf
M_ala_L_c_exchange_reverse -0.001576 0.014440 0.003389 0.000539
M_arg_L_c_exchange_reverse -0.001238 0.005899 0.000531 0.000102
M_asn_L_c_exchange_reverse 0.003458 0.007629 0.000916 0.000141
M_asp_L_c_exchange_reverse -0.001048 0.033377 0.018740 0.002195
M_cys_L_c_exchange_reverse 0.003062 0.008495 0.001111 0.000131
M_glu_L_c_exchange_reverse 0.035240 0.066103 0.074186 0.009425
M_gln_L_c_exchange_reverse 0.038331 0.059452 0.063393 0.008117
M_gly_L_c_exchange_reverse 0.000740 0.004816 0.000334 0.000099
M_ile_L_c_exchange_reverse 0.003341 0.007334 0.000941 0.000220
M_leu_L_c_exchange_reverse 0.024213 0.040291 0.029357 0.003791
M_his_L_c_exchange_reverse 0.015541 0.038745 0.024699 0.002163
M_lys_L_c_exchange_reverse 0.008799 0.020842 0.007473 0.001257
M_met_L_c_exchange_reverse -0.000195 0.003289 0.000184 0.000046
M_phe_L_c_exchange_reverse 0.142711 0.089479 0.145950 0.011903
M_pro_L_c_exchange_reverse 0.003775 0.007482 0.000933 0.000243
M_ser_L_c_exchange_reverse 0.005231 0.031023 0.015592 0.001790
M_thr_L_c_exchange_reverse 0.000334 0.003406 0.000193 0.000114
M_trp_L_c_exchange_reverse 0.001583 0.015645 0.004232 0.000573
M_tyr_L_c_exchange_reverse 0.020370 0.042463 0.030760 0.003394
M_val_L_c_exchange_reverse 0.021633 0.036003 0.020562 0.002924
M_glc_D_c_exchange_reverse 0.479054 0.178444 0.549638 0.037352
M_o2_c_exchange_reverse -0.003287 0.007552 0.000734 0.000720
translation_initiation 0.152175 0.077049 0.168805 0.037005
transcriptional_initiation 0.000000 0.000000 0.000000 0.000000

Parameter_1 Parameter_2 S2 S2_conf
M_ala_L_c_exchange_reverse M_arg_L_c_exchange_reverse 0.006810 0.023916
M_ala_L_c_exchange_reverse M_asn_L_c_exchange_reverse 0.006849 0.023909
M_ala_L_c_exchange_reverse M_asp_L_c_exchange_reverse 0.006979 0.023788
M_ala_L_c_exchange_reverse M_cys_L_c_exchange_reverse 0.006841 0.023913
M_ala_L_c_exchange_reverse M_glu_L_c_exchange_reverse 0.006736 0.023897
M_ala_L_c_exchange_reverse M_gln_L_c_exchange_reverse 0.006320 0.023796
M_ala_L_c_exchange_reverse M_gly_L_c_exchange_reverse 0.006849 0.023916
M_ala_L_c_exchange_reverse M_ile_L_c_exchange_reverse 0.006780 0.023915
M_ala_L_c_exchange_reverse M_leu_L_c_exchange_reverse 0.006949 0.023910
M_ala_L_c_exchange_reverse M_his_L_c_exchange_reverse 0.006909 0.023958
M_ala_L_c_exchange_reverse M_lys_L_c_exchange_reverse 0.006814 0.023927
M_ala_L_c_exchange_reverse M_met_L_c_exchange_reverse 0.006784 0.023911
M_ala_L_c_exchange_reverse M_phe_L_c_exchange_reverse 0.006970 0.023986
M_ala_L_c_exchange_reverse M_pro_L_c_exchange_reverse 0.006726 0.023904
M_ala_L_c_exchange_reverse M_ser_L_c_exchange_reverse 0.006645 0.023853
M_ala_L_c_exchange_reverse M_thr_L_c_exchange_reverse 0.006800 0.023911
M_ala_L_c_exchange_reverse M_trp_L_c_exchange_reverse 0.006834 0.023916
M_ala_L_c_exchange_reverse M_tyr_L_c_exchange_reverse 0.006770 0.023888
M_ala_L_c_exchange_reverse M_val_L_c_exchange_reverse 0.007053 0.023939
M_ala_L_c_exchange_reverse M_glc_D_c_exchange_reverse 0.007081 0.022473
M_ala_L_c_exchange_reverse M_o2_c_exchange_reverse 0.006812 0.023913
M_ala_L_c_exchange_reverse translation_initiation 0.006181 0.023915
M_ala_L_c_exchange_reverse transcriptional_initiation 0.006792 0.023911
