Parameter S1 S1_conf ST ST_conf
M_ala_L_c_exchange_reverse -0.003526 0.014318 0.003351 0.000550
M_arg_L_c_exchange_reverse -0.001175 0.005815 0.000536 0.000100
M_asn_L_c_exchange_reverse 0.002482 0.007645 0.000948 0.000149
M_asp_L_c_exchange_reverse 0.000805 0.033581 0.019835 0.002312
M_cys_L_c_exchange_reverse 0.003396 0.008025 0.001050 0.000125
M_glu_L_c_exchange_reverse 0.035530 0.065786 0.073875 0.009274
M_gln_L_c_exchange_reverse 0.035867 0.060495 0.063033 0.007638
M_gly_L_c_exchange_reverse 0.000693 0.004599 0.000359 0.000102
M_ile_L_c_exchange_reverse 0.000532 0.002468 0.000094 0.000130
M_leu_L_c_exchange_reverse 0.020208 0.041150 0.028898 0.003787
M_his_L_c_exchange_reverse 0.013378 0.038029 0.024357 0.002180
M_lys_L_c_exchange_reverse 0.008476 0.021549 0.007749 0.001248
M_met_L_c_exchange_reverse 0.000185 0.003586 0.000203 0.000046
M_phe_L_c_exchange_reverse 0.141392 0.093835 0.145625 0.011692
M_pro_L_c_exchange_reverse 0.002826 0.007737 0.000947 0.000269
M_ser_L_c_exchange_reverse 0.003499 0.029212 0.014747 0.001708
M_thr_L_c_exchange_reverse 0.000165 0.011945 0.002373 0.000544
M_trp_L_c_exchange_reverse 0.000733 0.015516 0.004340 0.000638
M_tyr_L_c_exchange_reverse 0.021015 0.041420 0.030890 0.003561
M_val_L_c_exchange_reverse 0.021467 0.034581 0.020139 0.002845
M_glc_D_c_exchange_reverse 0.483237 0.176983 0.548684 0.036970
M_o2_c_exchange_reverse -0.003850 0.007865 0.000837 0.000806
translation_initiation 0.151426 0.071587 0.168805 0.036345
transcriptional_initiation 0.000000 0.000000 0.000000 0.000000

Parameter_1 Parameter_2 S2 S2_conf
M_ala_L_c_exchange_reverse M_arg_L_c_exchange_reverse 0.007935 0.023263
M_ala_L_c_exchange_reverse M_asn_L_c_exchange_reverse 0.007958 0.023251
M_ala_L_c_exchange_reverse M_asp_L_c_exchange_reverse 0.008178 0.023123
M_ala_L_c_exchange_reverse M_cys_L_c_exchange_reverse 0.007965 0.023258
M_ala_L_c_exchange_reverse M_glu_L_c_exchange_reverse 0.007993 0.023239
M_ala_L_c_exchange_reverse M_gln_L_c_exchange_reverse 0.007339 0.023159
M_ala_L_c_exchange_reverse M_gly_L_c_exchange_reverse 0.007965 0.023262
M_ala_L_c_exchange_reverse M_ile_L_c_exchange_reverse 0.007902 0.023258
M_ala_L_c_exchange_reverse M_leu_L_c_exchange_reverse 0.008053 0.023230
M_ala_L_c_exchange_reverse M_his_L_c_exchange_reverse 0.008008 0.023298
M_ala_L_c_exchange_reverse M_lys_L_c_exchange_reverse 0.008017 0.023283
M_ala_L_c_exchange_reverse M_met_L_c_exchange_reverse 0.007891 0.023256
M_ala_L_c_exchange_reverse M_phe_L_c_exchange_reverse 0.008121 0.023328
M_ala_L_c_exchange_reverse M_pro_L_c_exchange_reverse 0.007855 0.023249
M_ala_L_c_exchange_reverse M_ser_L_c_exchange_reverse 0.007802 0.023210
M_ala_L_c_exchange_reverse M_thr_L_c_exchange_reverse 0.007848 0.023244
M_ala_L_c_exchange_reverse M_trp_L_c_exchange_reverse 0.007955 0.023253
M_ala_L_c_exchange_reverse M_tyr_L_c_exchange_reverse 0.007883 0.023237
M_ala_L_c_exchange_reverse M_val_L_c_exchange_reverse 0.008106 0.023289
M_ala_L_c_exchange_reverse M_glc_D_c_exchange_reverse 0.007957 0.022056
M_ala_L_c_exchange_reverse M_o2_c_exchange_reverse 0.007926 0.023255
