Parameter S1 S1_conf ST ST_conf
M_ala_L_c_exchange_reverse 0.000022 0.000827 0.000014 0.000002
M_arg_L_c_exchange_reverse 0.000052 0.000979 0.000019 0.000004
M_asn_L_c_exchange_reverse 0.000073 0.001209 0.000029 0.000005
M_asp_L_c_exchange_reverse -0.000495 0.000985 0.000022 0.000008
M_cys_L_c_exchange_reverse 0.054586 0.068875 0.111080 0.007772
M_glu_L_c_exchange_reverse 0.076414 0.075829 0.131538 0.007934
M_gln_L_c_exchange_reverse 0.000136 0.002000 0.000085 0.000022
M_gly_L_c_exchange_reverse 0.000047 0.000095 0.000000 0.000000
M_ile_L_c_exchange_reverse 0.000016 0.000550 0.000006 0.000001
M_leu_L_c_exchange_reverse 0.000093 0.005279 0.000575 0.000085
M_his_L_c_exchange_reverse 0.002411 0.008008 0.001386 0.000212
M_lys_L_c_exchange_reverse 0.000394 0.003421 0.000236 0.000037
M_met_L_c_exchange_reverse 0.000021 0.000041 0.000000 0.000000
M_phe_L_c_exchange_reverse 0.010722 0.020325 0.010064 0.001243
M_pro_L_c_exchange_reverse -0.000001 0.000634 0.000009 0.000002
M_ser_L_c_exchange_reverse 0.073343 0.074921 0.123625 0.008491
M_thr_L_c_exchange_reverse -0.000193 0.002565 0.000133 0.000021
M_trp_L_c_exchange_reverse 0.000393 0.003918 0.000317 0.000074
M_tyr_L_c_exchange_reverse 0.001737 0.009523 0.002007 0.000314
M_val_L_c_exchange_reverse -0.000138 0.003790 0.000314 0.000042
M_glc_D_c_exchange_reverse 0.370530 0.131413 0.370261 0.019133
M_o2_c_exchange_reverse 0.020530 0.053699 0.058338 0.004712
translation_initiation 0.302675 0.087772 0.311319 0.035861
transcriptional_initiation 0.000000 0.000000 0.000000 0.000000

Parameter_1 Parameter_2 S2 S2_conf
M_ala_L_c_exchange_reverse M_arg_L_c_exchange_reverse -0.000022 0.001629
M_ala_L_c_exchange_reverse M_asn_L_c_exchange_reverse -0.000022 0.001629
M_ala_L_c_exchange_reverse M_asp_L_c_exchange_reverse -0.000022 0.001629
M_ala_L_c_exchange_reverse M_cys_L_c_exchange_reverse -0.000038 0.001632
M_ala_L_c_exchange_reverse M_glu_L_c_exchange_reverse -0.000077 0.001639
M_ala_L_c_exchange_reverse M_gln_L_c_exchange_reverse -0.000022 0.001629
M_ala_L_c_exchange_reverse M_gly_L_c_exchange_reverse -0.000022 0.001629
M_ala_L_c_exchange_reverse M_ile_L_c_exchange_reverse -0.000022 0.001629
M_ala_L_c_exchange_reverse M_leu_L_c_exchange_reverse -0.000023 0.001629
M_ala_L_c_exchange_reverse M_his_L_c_exchange_reverse -0.000022 0.001629
M_ala_L_c_exchange_reverse M_lys_L_c_exchange_reverse -0.000022 0.001629
M_ala_L_c_exchange_reverse M_met_L_c_exchange_reverse -0.000022 0.001629
M_ala_L_c_exchange_reverse M_phe_L_c_exchange_reverse -0.000022 0.001629
M_ala_L_c_exchange_reverse M_pro_L_c_exchange_reverse -0.000022 0.001629
M_ala_L_c_exchange_reverse M_ser_L_c_exchange_reverse -0.000038 0.001631
M_ala_L_c_exchange_reverse M_thr_L_c_exchange_reverse -0.000023 0.001629
M_ala_L_c_exchange_reverse M_trp_L_c_exchange_reverse -0.000023 0.001629
M_ala_L_c_exchange_reverse M_tyr_L_c_exchange_reverse -0.000021 0.001629
M_ala_L_c_exchange_reverse M_val_L_c_exchange_reverse -0.000022 0.001629
M_ala_L_c_exchange_reverse M_glc_D_c_exchange_reverse -0.000021 0.001639
M_ala_L_c_exchange_reverse M_o2_c_exchange_reverse -0.000030 0.001627
