Parameter S1 S1_conf ST ST_conf
M_ala_L_c_exchange_reverse -0.000510 0.000637 0.000014 0.000014
M_arg_L_c_exchange_reverse -0.000131 0.003503 0.000325 0.000028
M_asn_L_c_exchange_reverse 0.000249 0.003165 0.000282 0.000017
M_asp_L_c_exchange_reverse -0.000494 0.001598 0.000073 0.000015
M_cys_L_c_exchange_reverse 0.000436 0.003691 0.000370 0.000031
M_glu_L_c_exchange_reverse 0.002255 0.003415 0.000336 0.000390
M_gln_L_c_exchange_reverse 0.004350 0.012139 0.003939 0.000543
M_gly_L_c_exchange_reverse 0.002303 0.003919 0.000401 0.000046
M_ile_L_c_exchange_reverse -0.000448 0.002846 0.000218 0.000021
M_leu_L_c_exchange_reverse 0.000301 0.007597 0.001594 0.000108
M_his_L_c_exchange_reverse 0.007259 0.019503 0.009813 0.000598
M_lys_L_c_exchange_reverse 0.000833 0.005656 0.000804 0.000056
M_met_L_c_exchange_reverse 0.000885 0.003999 0.000445 0.000046
M_phe_L_c_exchange_reverse 0.014304 0.020265 0.011115 0.000593
M_pro_L_c_exchange_reverse -0.000818 0.001174 0.000040 0.000005
M_ser_L_c_exchange_reverse 0.003699 0.006413 0.001070 0.000067
M_thr_L_c_exchange_reverse -0.000329 0.005722 0.000899 0.000063
M_trp_L_c_exchange_reverse 0.001645 0.005486 0.000857 0.000065
M_tyr_L_c_exchange_reverse 0.004938 0.012457 0.003922 0.000243
M_val_L_c_exchange_reverse 0.000203 0.001547 0.000068 0.000012
M_glc_D_c_exchange_reverse 0.822270 0.170312 0.822433 0.034238
M_o2_c_exchange_reverse -0.000197 0.001186 0.000033 0.000043
translation_initiation 0.153193 0.059183 0.168365 0.029903
transcriptional_initiation 0.000000 0.000000 0.000000 0.000000

Parameter_1 Parameter_2 S2 S2_conf
M_ala_L_c_exchange_reverse M_arg_L_c_exchange_reverse 0.000979 0.000882
M_ala_L_c_exchange_reverse M_asn_L_c_exchange_reverse 0.000984 0.000885
M_ala_L_c_exchange_reverse M_asp_L_c_exchange_reverse 0.000979 0.000882
M_ala_L_c_exchange_reverse M_cys_L_c_exchange_reverse 0.000980 0.000883
M_ala_L_c_exchange_reverse M_glu_L_c_exchange_reverse 0.000980 0.000883
M_ala_L_c_exchange_reverse M_gln_L_c_exchange_reverse 0.000986 0.000890
M_ala_L_c_exchange_reverse M_gly_L_c_exchange_reverse 0.000980 0.000883
M_ala_L_c_exchange_reverse M_ile_L_c_exchange_reverse 0.000978 0.000881
M_ala_L_c_exchange_reverse M_leu_L_c_exchange_reverse 0.000982 0.000882
M_ala_L_c_exchange_reverse M_his_L_c_exchange_reverse 0.000980 0.000883
M_ala_L_c_exchange_reverse M_lys_L_c_exchange_reverse 0.000979 0.000881
M_ala_L_c_exchange_reverse M_met_L_c_exchange_reverse 0.000979 0.000883
M_ala_L_c_exchange_reverse M_phe_L_c_exchange_reverse 0.000974 0.000881
M_ala_L_c_exchange_reverse M_pro_L_c_exchange_reverse 0.000980 0.000883
M_ala_L_c_exchange_reverse M_ser_L_c_exchange_reverse 0.000975 0.000877
M_ala_L_c_exchange_reverse M_thr_L_c_exchange_reverse 0.000976 0.000879
M_ala_L_c_exchange_reverse M_trp_L_c_exchange_reverse 0.000978 0.000882
M_ala_L_c_exchange_reverse M_tyr_L_c_exchange_reverse 0.000982 0.000887
M_ala_L_c_exchange_reverse M_val_L_c_exchange_reverse 0.000979 0.000882
M_ala_L_c_exchange_reverse M_glc_D_c_exchange_reverse 0.000728 0.000723
M_ala_L_c_exchange_reverse M_o2_c_exchange_reverse 0.000980 0.000883
